UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Vibration Sensor [g],Acoustic Emission [dB],Current Draw [A],RUL,failure_mode,time_to_failure
3083,M17942,M,300.0,309.3,1407,43.9,138,0,No Failure,0.3032930296412848,57.4586742695834,6.917284689977043,115,No Failure,115
3084,L50263,L,300.1,309.3,1712,28.5,141,0,No Failure,0.3882813538292997,56.26107447817009,11.95094591134227,112,No Failure,112
3085,H32498,H,300.1,309.4,1329,55.2,143,0,No Failure,0.4814154247807253,59.37356688615281,10.262305410754944,110,No Failure,110
3086,L50265,L,300.1,309.2,1441,42.9,148,0,No Failure,0.5309998983165555,57.8899705164546,9.098665694350752,105,No Failure,105
3087,L50266,L,300.0,309.2,1610,32.1,150,0,No Failure,0.4943411511100104,66.04137370326069,11.51971301011892,103,No Failure,103
3088,M17947,M,300.0,309.1,1474,45.2,152,0,No Failure,0.6218970789793663,57.623382911589054,9.528150297829589,101,No Failure,101
3089,M17948,M,300.0,309.1,1624,30.8,155,0,No Failure,0.3048898135961375,55.98639141887542,11.435061032801356,98,No Failure,98
3090,H32503,H,300.1,309.3,1520,38.2,158,0,No Failure,0.5143587936505161,69.71288589415316,8.01546057374401,95,No Failure,95
3091,H32504,H,300.1,309.3,1448,45.8,163,0,No Failure,0.3182020774612845,57.743123844593285,8.734005935407415,90,No Failure,90
3092,L50271,L,300.0,309.3,1558,29.7,168,0,No Failure,0.5759712295484168,60.76764228625176,11.8872001055892,85,No Failure,85
3093,M17952,M,300.0,309.3,2293,16.3,170,0,No Failure,0.4905541285557997,62.25661412371706,12.970801047140844,83,No Failure,83
3094,L50273,L,300.0,309.3,1397,51.2,173,0,No Failure,0.5419609972024119,54.31653440539593,9.929936201694302,80,No Failure,80
3095,L50274,L,300.0,309.3,1972,22.0,175,0,No Failure,0.4136117039410233,66.17741884751534,4.42542214928844,78,No Failure,78
3096,M17955,M,299.9,309.2,1574,36.5,177,0,No Failure,0.6279464931657751,63.185595202056135,9.60190143478309,76,No Failure,76
3097,L50276,L,299.9,309.2,1560,38.9,180,0,No Failure,0.6041724664058852,67.7919200594039,10.06485223564486,73,No Failure,73
3098,M17957,M,299.9,309.2,1353,49.8,182,0,No Failure,0.5583544303011888,56.603890313909496,9.534453246613657,71,No Failure,71
3099,M17958,M,299.9,309.2,1389,51.2,185,0,No Failure,0.4870482753136559,60.4956289623808,10.672677123331065,68,No Failure,68
3100,M17959,M,299.9,309.1,1513,43.8,188,0,No Failure,0.5579857285295132,60.19677877497098,9.046180144805357,65,No Failure,65
3101,L50280,L,299.8,309.1,1578,42.1,191,0,No Failure,0.4293107432012651,61.31944247175011,11.677741721356057,62,No Failure,62
3102,H32515,H,299.8,309.0,1467,37.3,193,0,No Failure,0.5855555659020713,52.726926257114194,7.666573454537916,60,No Failure,60
3103,L50282,L,299.9,309.1,1412,48.3,198,0,No Failure,0.6649480894323921,60.55418189346111,12.473697414708282,55,No Failure,55
3104,L50283,L,299.8,309.1,1668,30.3,200,0,No Failure,0.6070610559979186,52.86768044288127,13.100157647922185,53,No Failure,53
3105,M17964,M,299.8,309.2,1678,29.8,202,0,No Failure,0.427039753019259,61.79167035598461,8.173880523879385,51,No Failure,51
3106,L50285,L,299.8,309.1,1612,35.4,205,0,No Failure,0.5361417317273103,49.3567543774074,8.172800348793874,48,No Failure,48
3107,L50286,L,299.8,309.1,1485,39.9,207,0,No Failure,0.3706858456241352,50.74206582854707,10.821390627555056,46,No Failure,46
3108,M17967,M,299.8,309.1,1456,39.4,209,0,No Failure,0.5572390311175676,64.09274358219999,7.625559180514221,44,No Failure,44
3109,L50288,L,299.8,309.2,1504,38.7,212,0,No Failure,0.5450603412862539,57.26580772402609,9.01479425779536,41,No Failure,41
3110,L50289,L,299.9,309.2,1491,44.3,214,0,No Failure,0.3130183660467835,55.0607096318388,12.205053912912028,39,No Failure,39
3111,H32524,H,299.9,309.2,1525,33.2,0,0,No Failure,0.3838216156087636,66.35422810537774,11.475213528953926,253,No Failure,253
3112,L50291,L,300.0,309.2,1759,27.9,5,0,No Failure,0.4716861103256233,61.63813108664208,13.96039268337918,248,No Failure,248
3113,M17972,M,299.8,309.1,1355,56.7,7,0,No Failure,0.4699140252859173,64.36045097766892,10.341568295200416,246,No Failure,246
3114,M17973,M,299.9,309.1,1345,56.8,10,0,No Failure,0.3790523064581195,59.16878963839585,8.778323995443628,243,No Failure,243
3115,M17974,M,299.9,309.2,1683,30.5,13,0,No Failure,0.5388978729352184,73.39814346950001,10.102487023306042,240,No Failure,240
3116,L50295,L,299.9,309.2,1658,34.8,16,0,No Failure,0.5251473608940512,56.97743069720102,9.698823321182733,237,No Failure,237
3117,L50296,L,300.0,309.2,1566,34.4,18,0,No Failure,0.480573086802148,68.72247774679944,9.72688578159373,235,No Failure,235
3118,M17977,M,300.1,309.3,1469,43.9,20,0,No Failure,0.4244208499841637,59.69316979950044,9.952392583808534,233,No Failure,233
3119,M17978,M,300.2,309.5,1458,46.9,23,0,No Failure,0.6048707126416564,51.727448025436274,8.136466582307527,230,No Failure,230
3120,L50299,L,300.1,309.4,1858,23.6,26,0,No Failure,0.6655407113088295,62.414243728740544,10.564435509941283,227,No Failure,227
3121,H32534,H,300.1,309.4,1563,40.8,28,0,No Failure,0.4516438516153462,61.57381280727582,7.182673464482818,225,No Failure,225
3122,L50301,L,300.1,309.4,2141,17.9,33,0,No Failure,0.4387833082845179,54.74339092880385,8.566346784183771,220,No Failure,220
3123,L50302,L,300.0,309.3,1473,46.0,35,0,No Failure,0.5491207665411997,55.38890361432642,9.762242473720365,218,No Failure,218
3124,H32537,H,300.0,309.4,1498,38.5,37,0,No Failure,0.4641970620253013,59.87651178457504,5.480893374688817,216,No Failure,216
3125,L50304,L,300.1,309.4,1568,39.7,42,0,No Failure,0.4860602799336765,61.74873907623991,11.537983072689835,211,No Failure,211
3126,L50305,L,300.1,309.4,1694,27.4,44,0,No Failure,0.5739653151724672,47.646683585603,5.8936909803049895,209,No Failure,209
3127,L50306,L,300.0,309.4,1499,35.7,46,0,No Failure,0.3090643912492707,65.26560726261901,11.339175381796355,207,No Failure,207
3128,L50307,L,300.0,309.5,1717,28.3,48,0,No Failure,0.6318302324852669,57.52751013092512,7.414381420143675,205,No Failure,205
3129,M17988,M,300.1,309.5,1462,42.8,50,0,No Failure,0.5072680524329342,53.34126257800912,9.190162618593002,203,No Failure,203
3130,L50309,L,300.1,309.6,1642,34.5,53,0,No Failure,0.4588506855437819,64.70533275725965,11.03826129389886,200,No Failure,200
3131,L50310,L,300.1,309.6,1760,25.4,55,0,No Failure,0.4910765845778551,59.88191010290772,14.396279038958966,198,No Failure,198
3132,L50311,L,300.1,309.5,1660,32.7,57,0,No Failure,0.4962429355020519,66.08082888391127,10.2329039554147,196,No Failure,196
3133,L50312,L,300.1,309.5,1557,40.6,59,0,No Failure,0.3268798696555074,62.18976131489877,6.034747343600984,194,No Failure,194
3134,H32547,H,300.2,309.6,1442,49.2,61,0,No Failure,0.6494938227453236,59.99242748525977,11.907390265271548,192,No Failure,192
3135,L50314,L,300.2,309.6,1359,51.5,66,0,No Failure,0.5041325632270618,59.23635027509922,9.536163190281965,187,No Failure,187
3136,L50315,L,300.4,309.8,1342,52.5,68,0,No Failure,0.5443002130447375,62.413563802780686,10.139813308917647,185,No Failure,185
3137,L50316,L,300.4,309.9,1435,54.8,70,0,No Failure,0.5951549770574043,57.93234370595335,11.115726059775229,183,No Failure,183
3138,L50317,L,300.4,309.9,1567,36.5,72,0,No Failure,0.39788375424397,55.7371370562675,5.549244086188572,181,No Failure,181
3139,L50318,L,300.4,309.9,1376,43.5,74,0,No Failure,0.5473471899035228,63.04954561327322,10.013073695470393,179,No Failure,179
3140,H32553,H,300.4,309.9,1513,38.7,76,0,No Failure,0.4732358909101206,59.277560792777855,9.18061222009461,177,No Failure,177
3141,H32554,H,300.4,309.9,2563,12.8,81,1,Power Failure,0.5846770775216494,60.16783824034503,12.443669812011038,172,Power Failure,172
3142,L50321,L,300.5,310.0,1521,45.1,86,0,No Failure,0.2872772579648505,65.44689918077304,11.454227526677483,167,No Failure,167
3143,L50322,L,300.6,310.0,1658,34.7,88,0,No Failure,0.4900905699758731,59.4306169613213,6.745996154436906,165,No Failure,165
3144,H32557,H,300.6,310.0,1419,42.4,90,0,No Failure,0.4397179344216038,60.07516962770895,12.525251704698096,163,No Failure,163
3145,M18004,M,300.6,310.0,1478,36.3,95,0,No Failure,0.5432262950634156,57.00175244274534,10.899050176320422,158,No Failure,158
3146,M18005,M,300.5,310.0,1415,43.5,98,0,No Failure,0.5470044187368203,62.15369966990925,6.905516805093564,155,No Failure,155
3147,M18006,M,300.5,309.9,1780,26.5,101,0,No Failure,0.4292374105177974,61.74913956340044,10.111506206985544,152,No Failure,152
3148,M18007,M,300.4,309.7,1440,42.8,104,0,No Failure,0.4287826135823956,64.5038756589528,12.06965222771171,149,No Failure,149
3149,H32562,H,300.4,309.8,1448,39.7,107,0,No Failure,0.488933463144267,57.10435581496562,7.571912254853212,146,No Failure,146
3150,H32563,H,300.4,309.7,1500,35.2,112,0,No Failure,0.4103357772684792,57.71091515204907,12.755154671690834,141,No Failure,141
3151,L50330,L,300.4,309.8,1513,32.9,117,0,No Failure,0.5841983695452126,63.96068699572734,6.974742451744948,136,No Failure,136
3152,L50331,L,300.5,309.8,1428,43.8,119,0,No Failure,0.4630792799552554,61.26106501681432,8.417545646706031,134,No Failure,134
3153,M18012,M,300.5,309.8,1473,42.3,121,0,No Failure,0.2093011780678358,55.46890936903653,8.114258329220617,132,No Failure,132
3154,M18013,M,300.5,309.9,1483,49.3,124,0,No Failure,0.4625177943378193,66.5327703386725,12.753867463177324,129,No Failure,129
3155,L50334,L,300.4,309.7,1534,42.5,127,0,No Failure,0.3961456179156027,51.50774715799874,9.017967726901606,126,No Failure,126
3156,L50335,L,300.5,309.8,1367,54.0,129,0,No Failure,0.3368724184539055,63.92142376631876,7.674365994678004,124,No Failure,124
3157,L50336,L,300.4,309.7,1467,36.9,131,0,No Failure,0.3762573361777427,53.67393982000902,10.890421757828124,122,No Failure,122
3158,M18017,M,300.4,309.7,1488,42.2,133,0,No Failure,0.510940847183297,69.42894258242764,11.322361981185438,120,No Failure,120
3159,L50338,L,300.4,309.7,1679,30.1,136,0,No Failure,0.6328640828248231,52.27700136547188,11.335072189588264,117,No Failure,117
3160,H32573,H,300.4,309.8,1409,47.5,138,0,No Failure,0.531318447386498,65.76125325936374,9.45732166954798,115,No Failure,115
3161,M18020,M,300.4,309.7,1367,51.2,143,0,No Failure,0.439349661178426,59.59182819994378,10.509068602073896,110,No Failure,110
3162,L50341,L,300.4,309.8,1314,63.1,146,0,No Failure,0.5455904195170702,58.16698715080628,8.699533827541428,107,No Failure,107
3163,L50342,L,300.5,309.9,1480,40.0,148,0,No Failure,0.4540909689781008,60.92698328233881,13.34960335587146,105,No Failure,105
3164,L50343,L,300.4,309.8,1549,38.9,150,0,No Failure,0.4305399630836855,63.15950169578907,12.288410317315863,103,No Failure,103
3165,L50344,L,300.4,309.7,1685,31.3,152,0,No Failure,0.3845637331767015,55.47799748834565,12.165913658081353,101,No Failure,101
3166,L50345,L,300.4,309.6,1536,34.5,154,0,No Failure,0.324817119324828,55.92106137415714,11.58823186914709,99,No Failure,99
3167,M18026,M,300.4,309.7,1539,37.7,156,0,No Failure,0.4610076293440555,63.24802432556443,11.039466611990004,97,No Failure,97
3168,L50347,L,300.4,309.7,1384,45.1,159,0,No Failure,0.5158053489920131,51.463285231752,7.511275031700424,94,No Failure,94
3169,M18028,M,300.4,309.6,1614,30.3,161,0,No Failure,0.490337632998511,57.07885453403957,11.266602472511297,92,No Failure,92
3170,M18029,M,300.4,309.6,1675,35.5,164,0,No Failure,0.4584033072052641,75.2034347707972,10.22853046012664,89,No Failure,89
3171,M18030,M,300.4,309.7,1685,32.3,167,0,No Failure,0.4054253939303219,55.1599351770536,12.52672816990184,86,No Failure,86
3172,L50351,L,300.4,309.6,1386,56.9,170,0,No Failure,0.5608246191684969,65.73901395879876,11.614838364764855,83,No Failure,83
3173,M18032,M,300.3,309.6,1488,41.3,172,0,No Failure,0.3682868080053415,57.07024615643094,11.100760940306042,81,No Failure,81
3174,L50353,L,300.3,309.6,1624,32.6,175,0,No Failure,0.5776027913843476,62.54522572398572,6.631550404939688,78,No Failure,78
3175,L50354,L,300.3,309.6,1600,34.6,177,0,No Failure,0.3997782981073275,63.27177845298109,9.821998926783058,76,No Failure,76
3176,L50355,L,300.3,309.6,1468,44.7,179,0,No Failure,0.4247564762646965,65.64478367591474,8.884215480192687,74,No Failure,74
3177,L50356,L,300.3,309.6,1435,45.4,181,0,No Failure,0.3533214809384323,58.998730865936125,10.504731848366148,72,No Failure,72
3178,M18037,M,300.2,309.5,1564,33.4,183,0,No Failure,0.4498597853114363,69.94442319377427,9.168903457114713,70,No Failure,70
3179,M18038,M,300.2,309.4,1329,53.6,186,0,No Failure,0.5975312458477979,57.0533171770741,9.448108447813388,67,No Failure,67
3180,L50359,L,300.1,309.3,1570,36.8,189,0,No Failure,0.5515628088443957,61.1711020679978,10.918067809813408,64,No Failure,64
3181,M18040,M,300.2,309.4,1433,48.8,191,0,No Failure,0.5978422112028035,61.22638466108804,9.135723772862448,62,No Failure,62
3182,L50361,L,300.2,309.4,1527,37.0,194,0,No Failure,0.5522142545933936,54.39015940025293,10.243183079148023,59,No Failure,59
3183,M18042,M,300.1,309.3,1443,50.3,196,0,No Failure,0.3896330171469631,58.5706387251044,6.961176218251387,57,No Failure,57
3184,L50363,L,300.1,309.3,1616,32.0,199,0,No Failure,0.4669210775672442,60.80756749619204,8.335197046479882,54,No Failure,54
3185,L50364,L,300.1,309.3,1654,31.0,201,0,No Failure,0.4219800870882537,57.839394784352905,11.31208713440592,52,No Failure,52
3186,L50365,L,300.1,309.3,1685,27.1,203,0,No Failure,0.633057490403904,72.20461982728267,7.539615766607051,50,No Failure,50
3187,M18046,M,300.2,309.4,1456,48.8,205,0,No Failure,0.3803211353573688,55.80688163200234,12.491450155205994,48,No Failure,48
3188,M18047,M,300.2,309.4,1752,27.8,208,0,No Failure,0.5893697689389111,65.89712234070214,11.948798710602642,45,No Failure,45
3189,M18048,M,300.1,309.2,1438,51.0,211,0,No Failure,0.5892953870108769,64.28229906574393,9.463540129320426,42,No Failure,42
3190,L50369,L,300.1,309.1,1551,33.7,214,0,No Failure,0.6829620201716087,59.930689327478646,15.997468211004929,39,No Failure,39
3191,L50370,L,300.1,309.2,1599,30.1,216,0,No Failure,0.4590313407370502,55.67395473073877,12.486207155696588,37,No Failure,37
3192,M18051,M,300.1,309.2,1732,33.7,218,0,No Failure,0.5712322159580162,56.15872339804115,8.10144098658853,35,No Failure,35
3193,M18052,M,300.1,309.2,1418,39.8,221,0,No Failure,0.7281651836538843,57.41016350391745,11.492348107400096,32,No Failure,32
3194,L50373,L,300.0,309.1,1401,44.5,0,0,No Failure,0.4382358323066303,51.07129359026868,10.131726132639514,253,No Failure,253
3195,L50374,L,300.0,309.0,1454,51.7,2,0,No Failure,0.346495975246764,54.98267287100354,8.446575818281177,251,No Failure,251
3196,M18055,M,300.0,309.2,1635,32.4,4,0,No Failure,0.3119989966092236,52.58761742318179,7.860181713667583,249,No Failure,249
3197,L50376,L,300.0,309.1,1489,40.3,7,0,No Failure,0.5712712028861331,66.72937501588858,11.98978666977676,246,No Failure,246
3198,L50377,L,300.0,309.1,1465,40.6,9,0,No Failure,0.3116849791941416,63.09231196194109,8.804109070751732,244,No Failure,244
3199,M18058,M,300.0,309.1,1463,45.7,11,0,No Failure,0.4627680947062077,63.9298704943273,9.796247289925896,242,No Failure,242
3200,H32613,H,300.1,309.1,1560,35.4,14,0,No Failure,0.5437313187038961,62.94415975770974,8.157948143546943,239,No Failure,239
3201,M18060,M,300.1,309.2,1454,44.4,19,0,No Failure,0.5185175536829914,60.83483811667082,8.503684125402819,234,No Failure,234
3202,L50381,L,300.2,309.1,1479,47.0,22,0,No Failure,0.5425444864184172,67.30340166064569,9.746141599857056,231,No Failure,231
3203,L50382,L,300.2,309.2,1430,43.4,24,0,No Failure,0.5222289855800855,56.94618672134131,10.776364585448302,229,No Failure,229
3204,M18063,M,300.1,309.1,1533,38.0,26,0,No Failure,0.6278865813313393,60.53334827683523,4.823281672897103,227,No Failure,227
3205,L50384,L,300.1,309.0,1404,54.8,29,0,No Failure,0.4047683619261203,63.73529413912062,10.0338395983335,224,No Failure,224
3206,M18065,M,300.1,308.9,1548,38.4,31,0,No Failure,0.4323004861541468,53.39395384071936,8.507757974829929,222,No Failure,222
3207,M18066,M,300.1,309.0,1612,33.0,34,0,No Failure,0.4227340554729176,75.48294448071275,12.80472530690045,219,No Failure,219
3208,M18067,M,300.2,309.0,1642,31.2,37,0,No Failure,0.5830191811862611,60.14282881388793,15.885505292010873,216,No Failure,216
3209,M18068,M,300.2,309.1,1406,42.2,40,0,No Failure,0.5900398588395064,60.70994725287797,9.28144193009257,213,No Failure,213
3210,L50389,L,300.3,309.2,1587,31.4,43,0,No Failure,0.5451225319318508,66.2843901583746,6.555542878573611,210,No Failure,210
3211,M18070,M,300.3,309.2,1364,47.6,45,0,No Failure,0.6183493666889928,64.57477666505112,10.233753939837133,208,No Failure,208
3212,L50391,L,300.3,309.2,1462,51.4,48,0,No Failure,0.3821959132623619,60.1903900969823,9.58914134101359,205,No Failure,205
3213,L50392,L,300.3,309.2,1649,32.4,50,0,No Failure,0.6667224111551138,60.65064719049021,13.94270129800258,203,No Failure,203
3214,L50393,L,300.4,309.2,1752,29.0,52,0,No Failure,0.6523238621712258,52.47925734526011,13.333178686751085,201,No Failure,201
3215,H32628,H,300.4,309.3,1396,51.2,54,0,No Failure,0.5735621997245747,57.21767111075012,11.730749941193128,199,No Failure,199
3216,M18075,M,300.5,309.4,2179,16.3,59,0,No Failure,0.678179890877106,62.5860510807948,8.826611837574683,194,No Failure,194
3217,L50396,L,300.5,309.5,1653,27.6,62,0,No Failure,0.3343376792322226,62.21946419521444,11.355533132361607,191,No Failure,191
3218,L50397,L,300.6,309.5,2025,21.4,64,0,No Failure,0.4475551863737348,66.10582875002044,10.530012718136607,189,No Failure,189
3219,L50398,L,300.6,309.6,1426,53.6,66,0,No Failure,0.4264696539318047,59.39749470888338,10.482646406598782,187,No Failure,187
3220,M18079,M,300.6,309.6,1503,38.4,68,0,No Failure,0.5721479323757344,53.06356743284567,6.88354030286426,185,No Failure,185
3221,M18080,M,300.7,309.6,1525,36.5,71,0,No Failure,0.3949859260397854,65.28365215387839,12.123590676907291,182,No Failure,182
3222,L50401,L,300.6,309.6,1423,49.1,74,0,No Failure,0.5757495149337486,67.18044673091008,10.21561665662247,179,No Failure,179
3223,M18082,M,300.7,309.7,1435,44.7,76,0,No Failure,0.6370536143996713,64.49122286428114,9.79831730491085,177,No Failure,177
3224,H32637,H,300.6,309.5,1495,36.5,79,0,No Failure,0.5695202900084,59.18183164571254,8.799687009982344,174,No Failure,174
3225,M18084,M,300.6,309.5,1557,33.8,84,0,No Failure,0.5283751023661502,65.2219302593829,8.412767000693245,169,No Failure,169
3226,L50405,L,300.6,309.4,1474,40.7,87,0,No Failure,0.4012126659099251,77.14455239004107,10.634517162557964,166,No Failure,166
3227,L50406,L,300.5,309.3,1465,46.0,89,0,No Failure,0.4153149033874635,60.57576157220238,6.501674396283836,164,No Failure,164
3228,M18087,M,300.5,309.3,1589,34.9,91,0,No Failure,0.6249618905296667,53.44131653877437,11.578997519300083,162,No Failure,162
3229,L50408,L,300.5,309.3,1475,46.8,94,0,No Failure,0.5779349003905332,57.06857475223924,7.891789126008629,159,No Failure,159
3230,L50409,L,300.6,309.4,1442,43.2,96,0,No Failure,0.4960980480622456,63.12738000152025,5.882638627589416,157,No Failure,157
3231,L50410,L,300.6,309.4,1556,36.0,98,0,No Failure,0.4582090454234109,51.97597844550968,13.643790631852042,155,No Failure,155
3232,L50411,L,300.7,309.3,1425,45.3,100,0,No Failure,0.2974192126888623,60.84701537456035,8.283825901308843,153,No Failure,153
